StartDate	EndDate	Status	IPAddress	Progress	Duration (in seconds)	Finished	RecordedDate	ResponseId	RecipientLastName	RecipientFirstName	RecipientEmail	ExternalReference	LocationLatitude	LocationLongitude	DistributionChannel	UserLanguage	Q2	Q3	Q4	Q5	Q6	Q8_1	Q8_2	Q8_3	Q8_4	Q8_5	Q8_6	Q8_7	Q8_8	Q8_9	Q8_10	Q8_11	Q8_12	Q8_13	Q8_14	Q8_15	Q9	Q10	Q11	Q12	Q13
2/18/22 10:05	2/18/22 10:07	IP Address	128.138.65.187	50	77	FALSE	3/4/22 10:07	R_2rNLbIdoj2HGP8D							anonymous	EN	1300 - Varsha Koushik	Male	Yes	Freshman	Topic is useful for my career																				
2/17/22 16:38	2/17/22 16:44	IP Address	128.138.65.94	100	385	TRUE	2/17/22 16:44	R_1DM4xNVEWjsnRoF					40.01280212	-105.2759018	anonymous	EN	2270 - Hunar Jain	Male	Yes	Freshman	CS Major	Strongly Agree	Agree	Strongly Agree	Agree	Agree	Strongly Agree	Neither Agree nor Disagree	Strongly Agree	Disagree	Strongly Agree	Agree	Strongly Agree	Strongly Agree		Strongly Agree	I like how he is friendly and humble. He doesn't claim to know all the answers but he is always available to help. Hes very nice and always makes time for his students. 	His feedback can be incomplete. He might say that to fix your code you need to do x but really you need to do y before you do x. 	He is just as effective online as inperson.	N/A	N/A
2/17/22 17:06	2/17/22 17:44	IP Address	216.106.137.65	100	2227	TRUE	2/17/22 17:44	R_sTKoAsVmqUPgi41					39.9947052	-105.2366028	anonymous	EN	2270 - Hunar Jain	Male	Yes	Sophmore	CS Major	Strongly Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree			Strongly Agree	Strongly Agree	Strongly Agree	More than happy to help with any question, no matter how basic. If they aren't able to help or run out of time encourage us to attend their or any office hours.	none that I can think of, hes a great TA.	N/A	N/A	N/A
2/18/22 8:38	2/18/22 10:13	IP Address	128.138.65.88	100	5671	TRUE	2/18/22 10:13	R_3qKWKeLhJEsntVR					40.01280212	-105.2759018	anonymous	EN	2270 - Hunar Jain	Male	No	Junior	Fulfilling a requirement outside of CS	Strongly Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Disagree	Agree	Agree	Agree	Agree	Agree	Strongly Agree	Agree	Strongly Agree	Agree		n/a			n/a
2/18/22 22:00	2/18/22 22:03	IP Address	128.138.65.141	100	150	TRUE	2/18/22 22:03	R_3lPqMPM76lpQIjp					40.01280212	-105.2759018	anonymous	EN	2270 - Hunar Jain	Male	Yes	Freshman	CS Major	Strongly Agree	Agree	Agree	Agree		Strongly Agree	Neither Agree nor Disagree	Agree	Disagree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	One on one help with TA/LAs	he does a good job, i have no complaints			no i havent talked to other TAs
2/24/22 11:33	2/24/22 11:35	IP Address	128.138.65.188	100	143	TRUE	2/24/22 11:35	R_2f2R085qYXOXmlj					40.01280212	-105.2759018	anonymous	EN	2270 - Hunar Jain	Male	Yes	Freshman	CS Major	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree		Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	He's extremely helpful in walking through the problems as well as letting us try things out on our own.	N/A	N/A	N/A	N/A
2/24/22 21:28	2/24/22 21:36	IP Address	128.138.65.184	100	532	TRUE	2/24/22 21:36	R_XiiCYVoRGjPgish					40.01280212	-105.2759018	anonymous	EN	2270 - Hunar Jain	Male	Yes	Freshman	CS Major	Strongly Agree	Agree	Strongly Agree	Strongly Agree		Agree	Agree	Strongly Agree	Neither Agree nor Disagree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	They always seem to be in a cheerful, helpful mood, which is not needed but appreciated. 	I can't think of anything.	N/A	N/A	N/A
2/24/22 11:34	2/24/22 22:44	IP Address	128.138.65.145	100	40235	TRUE	2/24/22 22:45	R_1js0gc4xf0irdum					40.01280212	-105.2759018	anonymous	EN	2270 - Hunar Jain	Male	Yes	Freshman	CS Major	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	he's super good at explaining the concepts	all good	not remote		no
3/2/22 9:34	3/2/22 9:35	IP Address	128.138.23.129	100	98	TRUE	3/2/22 9:35	R_3oWJH3gAoRiPiSk					40.01280212	-105.2759018	anonymous	EN	2270 - Hunar Jain	Male	Yes	Junior	CS Minor	Strongly Agree	Strongly Agree	Strongly Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Neither Agree nor Disagree	Strongly Agree	Strongly Agree	like the idea of making a lecture kinda thing in the beginning	none			none
2/17/22 17:11	2/17/22 17:12	IP Address	67.164.172.150	50	31	FALSE	3/3/22 22:39	R_XiiCMA9JaSHdcMp							anonymous	EN	2270 - Hunar Jain	Male	Yes	Freshman	CS Major																				
2/18/22 9:02	2/18/22 9:03	IP Address	73.243.162.89	50	37	FALSE	3/4/22 9:03	R_10HFYLLX9Ph4jku							anonymous	EN	2270 - Hunar Jain	Male	Yes	Sophmore	CS Minor																				
2/17/22 16:46	2/17/22 16:48	IP Address	128.138.65.196	100	109	TRUE	2/17/22 16:48	R_3peZF8z8jFWKitx					40.01280212	-105.2759018	anonymous	EN	2270 - Jerry Gammie	Male	Yes	Freshman	CS Major	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree		Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	He definitely spends time making his presentations well.	System of taking attendance could be improved through use of a google form or some other means.	N/A	N/A	No
2/18/22 1:37	2/18/22 1:40	IP Address	128.138.65.69	100	160	TRUE	2/18/22 1:40	R_3Lce1YP9BZqCY6h					40.01280212	-105.2759018	anonymous	EN	2270 - Jerry Gammie	Female	No	Freshman	CS Major	Strongly Agree	Agree	Neither Agree nor Disagree	Agree	Disagree	Neither Agree nor Disagree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Agree	Agree	Agree	Agree	Attentive to detail	Be more alert		Be Better with navigating breakout rooms	No
2/18/22 9:16	2/18/22 9:20	IP Address	128.138.65.246	100	226	TRUE	2/18/22 9:20	R_129ZmUpyV6lwhe9					40.01280212	-105.2759018	anonymous	EN	2270 - Jerry Gammie	Male	Yes	Freshman	CS Major	Strongly Agree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Neither Agree nor Disagree	Strongly Disagree	Strongly Disagree	Neither Agree nor Disagree	Strongly Disagree	Agree	Agree	Agree	Agree	No	He doesnt seem like he ever knows what hes talking about. He is incapable at answering our questions well and he hasnt been able to solve a grading issue of mine that Ive reminded him about multiple times.	N/A	N/A	N/A
2/21/22 12:18	2/21/22 12:20	IP Address	128.138.65.167	100	158	TRUE	2/21/22 12:20	R_2EAFzdI1JvK1qN7					40.01280212	-105.2759018	anonymous	EN	2270 - Jerry Gammie	Male	Yes	Freshman	CS Minor	Strongly Agree	Agree	Agree	Agree	Agree	Agree	Neither Agree nor Disagree	Agree	Agree	Agree	Agree	Agree	Agree	Strongly Agree	Agree	I appreciate that my TA is willing to answer questions regarding course content during recitations. 	I believe that my TA could work on displaying the information in a more organized way. 	n/a	n/a	n/a
2/17/22 17:35	2/17/22 17:39	IP Address	172.58.56.204	100	239	TRUE	2/17/22 17:39	R_3gRZY1FGJIst947					39.73880005	-104.9868011	anonymous	EN	2270 - Julia Romero	Male	Yes	Freshman	CS Major	Strongly Agree	Strongly Agree	Strongly Agree	Agree	Agree	Agree	Agree	Neither Agree nor Disagree	Strongly Agree	Agree	Agree	Strongly Agree	Agree	Strongly Agree	Strongly Agree	Very helpful. Willing to help with any question and always respectful 	Needs to focus less on taking questions and more on getting through the recitation info. It’s good to answer questions during, but at some point we just need to finish the content and then get the remainder of questions. That way LA can walk around and help out too.	N/A	N/A	N/A
2/17/22 19:11	2/17/22 19:15	IP Address	174.215.1.16	100	246	TRUE	2/17/22 19:15	R_cOYLRGjc1qfxeyl					39.73179626	-104.9669037	anonymous	EN	2270 - Julia Romero	Male	Yes	Freshman	CS Major	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Agree	Strongly Agree	Neither Agree nor Disagree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	She is friendly and helps us understand topics instead of just lecturing them to us.	Sometimes her explanations can be all over the place.	Na	Na	Na
2/17/22 20:00	2/17/22 20:04	IP Address	209.107.185.131	100	231	TRUE	2/17/22 20:04	R_AjncOouTfWhI0jD					39.76280212	-105.0262985	anonymous	EN	2270 - Julia Romero	Female	Yes	Freshman	CS Minor	Strongly Agree	Strongly Agree	Strongly Agree	Agree	Strongly Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	She's very nice and friendly, makes me feel very comfortable asking questions and voicing concerns.	Sometimes it feels like she's is just reading off the PDF, and cloud explain things a little more in depth at times.	She puts us in breakout rooms so that it is easier to work together on the assignment with others.	Try and be a little engaging, as zoom meetings can be boring at times.	Nope.
2/18/22 10:45	2/18/22 10:49	IP Address	128.138.65.132	100	230	TRUE	2/18/22 10:49	R_3HgWCQqZ7hs58Yh					40.01280212	-105.2759018	anonymous	EN	2270 - Julia Romero	Male	No	Freshman	CS Major	Strongly Agree	Neither Agree nor Disagree	Neither Agree nor Disagree	Disagree		Disagree	Strongly Disagree	Disagree	Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Disagree	Neither Agree nor Disagree	Agree	Agree		I'd like Julia to be more fluid when teaching a topic, sometimes it seems like she sticks too much to her slides. Which in turn make classes monotonous 			N/A
3/3/22 15:36	3/3/22 15:42	IP Address	128.138.65.253	100	363	TRUE	3/3/22 15:42	R_3DeBtozYdsYGSBE					40.01280212	-105.2759018	anonymous	EN	2270 - Julia Romero	Male	Yes	Senior or Above	Interested in topic	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	She is good at explaining relatively complex topics in a simple understandable way. You can't say that about every one.	I think there are no clear areas of improvement for this TA. She performs above exceptions	N/A	N/A	Sagar who has wed office hours in engineering room 114G at 3 pm is excellent!!! He is extremely good at explaining things in a timely manner and deserves a raise if there is funding for it.  Ben on the other hand is some what dismissive and some what less effective as a TA but he is literally always responsive and available which is useful.
3/3/22 15:51	3/3/22 15:53	IP Address	128.138.65.61	100	137	TRUE	3/3/22 15:53	R_yVMbWuTkbQuNP4l					40.01280212	-105.2759018	anonymous	EN	2270 - Julia Romero	Female	Yes	Sophmore	CS Major	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Neither Agree nor Disagree	Neither Agree nor Disagree	Strongly Agree	Neither Agree nor Disagree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	MY TA's instruction helps me visualize our concepts better instead of just reading straight code from the board.	Nothing really to improve, she's a great TA.	N/A	N/A	NO
3/3/22 16:19	3/3/22 16:23	IP Address	128.138.65.142	100	228	TRUE	3/3/22 16:23	R_12zrmfnig0vRptq					40.01280212	-105.2759018	anonymous	EN	2270 - Julia Romero	Male	No	Freshman	Interested in topic	Strongly Agree	Disagree	Neither Agree nor Disagree	Disagree		Neither Agree nor Disagree	Disagree	Disagree	Strongly Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Disagree	Neither Agree nor Disagree	Agree	Agree	Good slides 	Sometimes is rude when addressing the class. Seems to lack a firm grasp of c++ material 		No need to improve	.
2/17/22 16:53	2/17/22 16:54	IP Address	24.128.125.192	50	53	FALSE	3/3/22 16:54	R_3g7uJNSSTrBxi39							anonymous	EN	2270 - Julia Romero	Female	Yes	Freshman	CS Major																				
3/4/22 12:09	3/4/22 12:10	IP Address	174.198.137.198	100	97	TRUE	3/4/22 12:10	R_tX2THwRF31Xl0OJ					39.72770691	-104.9814987	anonymous	EN	2270 - Julia Romero	Female	Yes	Freshman	CS Major	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree		Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Agree	Strongly Agree	Strongly Agree	-	-		N/A	N/A
2/17/22 16:45	2/17/22 16:47	IP Address	128.138.65.61	100	158	TRUE	2/17/22 16:47	R_3m1RkYKi5TI9CZq					40.01280212	-105.2759018	anonymous	EN	2270 - Medha Rudra	Male	Yes	Prefer not to answer	Interested in topic	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Disagree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Very good coverage of difficult material that is glossed-over in lecture.	None.			No.
2/18/22 10:09	2/18/22 10:16	IP Address	128.138.65.220	100	425	TRUE	2/18/22 10:16	R_XtuopDPzdFoi0Zr					40.01280212	-105.2759018	anonymous	EN	2270 - Medha Rudra	Female	Yes	Freshman	CS Major	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Medha is very understanding in her teaching, even when I have no background knowledge on a subject she will explain the subject without judgement and will make sure that I understand what we were discussing before moving on. She always makes herself available for her students and I feel very comfortable asking her for help.  	I can't think of any improvements for Medha to make. 	Medha is very good at utilizing tools via zoom in a way that helpful instead of in a way that is an incontinence. Zoom office hours with her are my favorite way to make sure that I have an understanding of all of the important concepts in this course. 	I don't think there is anyway Medha could improve her remote instruction. 	I think that Owen is also a great TA. He makes sure that I understand concepts instead of just debugging my code for me, and he is very friendly. 
2/24/22 15:32	2/24/22 15:35	IP Address	128.138.65.89	100	133	TRUE	2/24/22 15:35	R_1F5sG7E0AYyTVrz					40.01280212	-105.2759018	anonymous	EN	2270 - Medha Rudra	Male	No	Freshman	CS Minor	Agree	Agree	Strongly Agree	Strongly Agree	Agree	Agree	Agree	Agree	Strongly Agree	Strongly Agree	Agree	Agree	Agree	Strongly Agree	Agree	How they explain the recitation material	Waiting a bit more in order to copy down all notes and explanations			N/A
2/24/22 15:33	2/24/22 15:35	IP Address	128.138.65.155	100	121	TRUE	2/24/22 15:35	R_2VmxRnlVIQ2WusP					40.01280212	-105.2759018	anonymous	EN	2270 - Medha Rudra	Male	Yes	Freshman	CS Major	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Their in-depth understanding of course work and ability to explain.	Not specific to TA, but recitation lecture tends to be slow and boring.	Not be deterred by lack of participation.	More energy.	No.
2/24/22 15:34	2/24/22 15:35	IP Address	128.138.65.41	100	91	TRUE	2/24/22 15:35	R_pxzyNLdfR3Jkyqd					40.01280212	-105.2759018	anonymous	EN	2270 - Medha Rudra	Male	Yes	Sophmore	CS Major	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Agree	Agree	Agree	Agree	Agree	Strongly Agree	Strongly Agree		Feedback			no
2/24/22 15:33	2/24/22 15:36	IP Address	128.138.65.121	100	187	TRUE	2/24/22 15:36	R_3PG3jR5WWi4xdna					40.01280212	-105.2759018	anonymous	EN	2270 - Medha Rudra	Male	Yes	Freshman	CS Major	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	The ability to explain concepts in an understandable way and if I or someone else needs it they can explain it again in a new way.  	Recitations feel a lot like lecture.  I would like to work on more code in recitation.  	N/A	N/A	N/A
2/24/22 15:33	2/24/22 15:36	IP Address	128.138.65.114	100	192	TRUE	2/24/22 15:36	R_1prRpsSgWnpdi3X					40.01280212	-105.2759018	anonymous	EN	2270 - Medha Rudra	Male	Yes	Freshman	CS Major	Agree	Neither Agree nor Disagree	Agree	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Disagree	Agree	Neither Agree nor Disagree	Agree	Agree	Strongly Agree	Strongly Agree	Friendly	I don't know	Good emails for times and zoom link	Not sure	No
